Activity_ID,Student_ID,Activity_Type,Activity_Category,Frequency_of_Participation,Duration_per_Session (Hours),Impact_on_Performance,Teacher_Supervisor,Parental_Support
797732,50319,Chemistry Lab Work,Academic,Daily,1.51,Positive,Stephanie Miller,No
705466,50319,Athletics,Sports,Daily,1,Negative,Cindy Smith,No
445265,87993,Cultural Day Rehearsals,Cultural,Monthly,1.05,Neutral,Nathan Scott,No
646366,84607,Football,Sports,Daily,2.31,Neutral,Wanda Morris,No
357836,84607,Athletics,Sports,Daily,1.72,Negative,Tiffany Hudson,No
423003,84607,Volleyball,Sports,Daily,2.98,Neutral,Michael Martinez,Yes
581927,47828,Football,Sports,Bi-weekly,1.48,Neutral,Monique Krueger,Yes
344694,47828,Chemistry Lab Work,Academic,Daily,2.08,Negative,Carl Allen,No
475817,67560,Music Band,Cultural,Daily,2.76,Positive,Tina Ortiz,No
325499,67560,Science Practical Sessions,Academic,Weekly,2.94,Negative,Samantha Rivera,No
331801,26299,Social Events Planning,Extracurricular,Daily,2.65,Neutral,Nicholas Snyder,No
947069,26299,Football,Sports,Monthly,1.3,Negative,Sharon Malone,No
523637,26299,Volleyball,Sports,Daily,2.68,Neutral,Kendra Carrillo,Yes
975260,71433,Chess,Sports,Bi-weekly,2.59,Positive,Jamie Guerrero,Yes
721806,71433,Debate Club,Academic,Weekly,2.62,Negative,Holly Alvarado,Yes
794605,71433,Football,Sports,Weekly,2.91,Positive,Charlene Blackwell,No
651065,49857,Mathematics Competitions,Academic,Daily,2.2,Neutral,Michelle Santana,No
897060,49857,Music Band,Cultural,Weekly,1.38,Positive,Kelsey Moore,No
491660,49857,Drama Club,Extracurricular,Bi-weekly,2.37,Negative,Jeffrey Hicks,Yes
459502,49857,Jets Club,Academic,Weekly,2.68,Neutral,Nicholas Maldonado,No
972208,62757,Social Events Planning,Extracurricular,Weekly,1.72,Negative,Terry Fowler,No
626785,45683,Quiz Competition,Extracurricular,Bi-weekly,2.54,Neutral,Travis Ramirez,No
940654,45683,Traditional Dance,Cultural,Daily,1.85,Neutral,Karen Adams,Yes
394362,45683,Social Events Planning,Extracurricular,Monthly,1.42,Positive,Sandra Wells,Yes
253678,75597,Music Band,Cultural,Daily,1.96,Negative,Hunter Gonzalez,Yes
600774,80776,Music Band,Cultural,Daily,1.96,Neutral,Gregory Cobb,Yes
445771,80776,Quiz Competition,Extracurricular,Daily,1.59,Neutral,Caitlin Shaw,No
752898,74722,Chemistry Lab Work,Academic,Weekly,2.17,Neutral,Joshua Ellis III,Yes
819146,67377,Science Practical Sessions,Academic,Daily,1.11,Negative,Mark Arellano,Yes
504510,67377,Science Practical Sessions,Academic,Daily,2.2,Positive,Vickie Moore,No
565319,67377,Scrabble,Sports,Bi-weekly,2.12,Neutral,Bryan Goodman,Yes
223539,67377,Drama Club,Extracurricular,Weekly,2.2,Negative,Lisa Coleman,Yes
450900,67377,Cultural Day Rehearsals,Cultural,Monthly,2.67,Positive,Louis Kelly,No
433754,20543,Traditional Dance,Cultural,Weekly,1.52,Positive,Hunter Davidson,No
425772,20543,Volleyball,Sports,Daily,1.34,Negative,Lisa Alexander,No
727941,88385,Press Club,Extracurricular,Monthly,1.58,Positive,Timothy Smith,No
948239,88385,Music Band,Cultural,Weekly,1.02,Neutral,Tyler Bell,Yes
628814,88385,Debate Club,Academic,Bi-weekly,1.41,Positive,Amy Rodriguez,Yes
922380,88385,Basketball,Sports,Daily,1.43,Positive,Andrew Blake,Yes
443179,88385,Scrabble,Sports,Monthly,2.78,Neutral,Marissa Moore,Yes
394421,15224,Music Band,Cultural,Weekly,1.49,Negative,Joseph Malone,Yes
930346,15224,Chemistry Lab Work,Academic,Bi-weekly,1.38,Positive,Elizabeth Bates,No
275524,66626,Social Events Planning,Extracurricular,Weekly,2.17,Neutral,Jason Williams,Yes
758956,66626,Athletics,Sports,Bi-weekly,2.89,Positive,Dawn Pena,Yes
151710,66626,Quiz Competition,Extracurricular,Bi-weekly,2.41,Negative,Regina Sawyer,Yes
135217,66626,Press Club,Extracurricular,Bi-weekly,1.78,Negative,Riley Gonzalez,No
414585,52247,Cultural Day Rehearsals,Cultural,Daily,1.21,Negative,Andrea Dickerson,No
329820,89129,Chemistry Lab Work,Academic,Monthly,2.98,Negative,David Norton,No
652582,42816,Mathematics Competitions,Academic,Bi-weekly,2.85,Positive,William Tucker,Yes
462723,42816,Athletics,Sports,Monthly,2.45,Positive,Dominic Gilmore,No
461811,42816,Mathematics Competitions,Academic,Monthly,1.22,Negative,Christian Long,Yes
744931,13390,Debate Club,Academic,Bi-weekly,1.49,Neutral,Kari Adams,Yes
884060,21970,Traditional Dance,Cultural,Weekly,2.42,Neutral,Jennifer Graves,No
619855,21970,Basketball,Sports,Daily,1.12,Neutral,Mark Curry,Yes
514279,40005,Cultural Day Rehearsals,Cultural,Bi-weekly,2.78,Neutral,Sarah Evans,No
701238,40005,Chemistry Lab Work,Academic,Weekly,2.03,Neutral,Kyle Hernandez,Yes
656495,40005,Mathematics Competitions,Academic,Monthly,2.99,Neutral,Hannah Wallace,No
756972,40005,Jets Club,Academic,Weekly,1.52,Neutral,Brittany Mason,No
873705,98381,Music Band,Cultural,Monthly,2.57,Neutral,William Suarez,No
474778,98381,Debate Club,Academic,Daily,1.13,Negative,Miranda Atkinson,Yes
780534,85392,Jets Club,Academic,Bi-weekly,2.96,Neutral,Claudia Sanchez,Yes
120562,85392,Cultural Day Rehearsals,Cultural,Monthly,1.14,Positive,Jordan Baxter,No
675691,85392,Mathematics Competitions,Academic,Monthly,1.9,Positive,Thomas Hughes,No
537030,86955,Science Practical Sessions,Academic,Weekly,1.79,Positive,Tommy Wood,No
600896,86955,Social Events Planning,Extracurricular,Bi-weekly,1.75,Positive,Debra Goodman,No
102650,86955,Mathematics Competitions,Academic,Bi-weekly,1.91,Positive,Leon Collier,Yes
971565,86955,Volleyball,Sports,Weekly,2.49,Negative,Mr. Melvin English,Yes
830823,12719,Mathematics Competitions,Academic,Bi-weekly,2.13,Positive,Ariel Wagner,No
578239,98117,Athletics,Sports,Monthly,1.65,Positive,Mr. Christian Byrd,No
390808,45325,Quiz Competition,Extracurricular,Daily,2.75,Negative,Ricky Munoz,Yes
273236,85529,Music Band,Cultural,Monthly,1.88,Neutral,Michael Jordan,Yes
388979,85529,Science Practical Sessions,Academic,Daily,1.93,Negative,Cassandra Malone,Yes
896869,85529,Chess,Sports,Daily,2.36,Negative,Richard Rogers,Yes
698070,85529,Quiz Competition,Extracurricular,Daily,2.89,Neutral,Jeremiah Hamilton,No
497657,85529,Cultural Day Rehearsals,Cultural,Daily,1.01,Neutral,Lauren Johnson,Yes
119652,15273,Science Practical Sessions,Academic,Daily,1.48,Negative,Eric Salazar,No
780150,15273,Scrabble,Sports,Weekly,1.22,Negative,Christine Conley,No
333470,15273,Basketball,Sports,Daily,1.87,Neutral,Mrs. Julie Vasquez,Yes
452621,32962,Social Events Planning,Extracurricular,Daily,2.88,Negative,Rebecca Thompson,No
247706,71669,Press Club,Extracurricular,Monthly,2.21,Neutral,Sandra Baker,Yes
742243,71669,Traditional Dance,Cultural,Monthly,2.34,Positive,Amy Sullivan,No
827642,71669,Mathematics Competitions,Academic,Weekly,2.23,Positive,Sean Reed,Yes
477426,71669,Science Practical Sessions,Academic,Bi-weekly,2.49,Positive,Julie Mcknight,No
796244,71669,Chemistry Lab Work,Academic,Bi-weekly,2.6,Negative,Bryce Cook,Yes
364514,78021,Jets Club,Academic,Daily,2.38,Neutral,Scott Miranda,Yes
744414,95394,Scrabble,Sports,Daily,1.52,Negative,Cynthia Jones,No
791287,95394,Debate Club,Academic,Bi-weekly,2.83,Positive,Joshua Anderson,Yes
469515,95394,Jets Club,Academic,Bi-weekly,2.18,Negative,Julie Mason,No
520783,95394,Basketball,Sports,Bi-weekly,1.58,Positive,Daniel Nelson,Yes
866749,95394,Football,Sports,Monthly,2.03,Neutral,Ellen Long,Yes
444770,67963,Drama Club,Extracurricular,Bi-weekly,2.46,Positive,Jacqueline Lewis,Yes
797503,46458,Traditional Dance,Cultural,Weekly,2.86,Positive,David Thomas,No
484532,46458,Athletics,Sports,Daily,2.48,Positive,Hannah Smith,No
912905,46458,Scrabble,Sports,Bi-weekly,1.13,Positive,Lauren Faulkner,No
460721,46458,Athletics,Sports,Monthly,1.95,Neutral,Mr. Ross Cox,No
625950,33788,Quiz Competition,Extracurricular,Daily,2.78,Negative,Jason Williams,No
925664,86720,Music Band,Cultural,Bi-weekly,1.64,Positive,Kiara Stout,No
758578,67132,Science Practical Sessions,Academic,Monthly,2.94,Neutral,Paula Jenkins,No
349913,67132,Jets Club,Academic,Daily,1.01,Positive,Noah Cobb,No
769079,67132,Chemistry Lab Work,Academic,Monthly,2.6,Positive,Aaron Smith,Yes
206705,67132,Chess,Sports,Weekly,2.37,Positive,Robert Osborn,No
566184,67132,Chemistry Lab Work,Academic,Daily,1.73,Neutral,Anne Blair,No
616633,93202,Music Band,Cultural,Weekly,1.4,Neutral,Katherine Pacheco,No
960372,93202,Mathematics Competitions,Academic,Daily,2.28,Negative,Valerie Martinez,No
466267,93202,Quiz Competition,Extracurricular,Weekly,1.39,Positive,Laura Vang,Yes
643373,93202,Volleyball,Sports,Bi-weekly,2.26,Positive,Kathryn Campbell,Yes
848562,74451,Basketball,Sports,Daily,2.65,Positive,Amanda Murray,Yes
300239,74451,Athletics,Sports,Weekly,1.56,Neutral,Jasmine Smith,No
582467,21959,Basketball,Sports,Daily,2.73,Positive,Michael Hopkins,No
141223,21959,Science Practical Sessions,Academic,Daily,2.1,Positive,Jessica Johnson,No
501832,21959,Mathematics Competitions,Academic,Monthly,2.6,Neutral,Richard Nelson,Yes
135068,21959,Social Events Planning,Extracurricular,Daily,2.42,Positive,Jeffrey Harper DVM,Yes
427785,21959,Debate Club,Academic,Bi-weekly,1.26,Neutral,Brent Mckee,No
263678,71605,Cultural Day Rehearsals,Cultural,Weekly,2.61,Negative,Robert Lane,No
918511,55607,Cultural Day Rehearsals,Cultural,Daily,2.85,Negative,Joshua Moody,No
713812,55607,Basketball,Sports,Bi-weekly,2.21,Neutral,James Wright,No
307557,55607,Music Band,Cultural,Weekly,2.14,Negative,Katelyn Allen,Yes
806537,63523,Music Band,Cultural,Bi-weekly,1.16,Negative,Michele Wheeler,No
147684,53687,Traditional Dance,Cultural,Daily,1.7,Neutral,Jesse Anderson MD,No
383210,53687,Mathematics Competitions,Academic,Weekly,2.51,Negative,Tracy Hall,No
462184,53687,Mathematics Competitions,Academic,Monthly,2.05,Neutral,Nicole Salazar,No
178025,53687,Football,Sports,Bi-weekly,1.61,Negative,Anthony Mcdonald,No
998913,53687,Drama Club,Extracurricular,Monthly,1.49,Positive,Johnathan Collins,No
744335,52081,Athletics,Sports,Daily,2.92,Neutral,Jared Chambers,No
335946,52081,Science Practical Sessions,Academic,Weekly,2.81,Negative,Michael Acosta,Yes
534159,97835,Chess,Sports,Bi-weekly,1.35,Positive,Robert Brown,No
828240,97835,Cultural Day Rehearsals,Cultural,Monthly,1.01,Neutral,Victor Gonzalez,Yes
904932,97835,Volleyball,Sports,Daily,2.15,Negative,Stephanie Smith,No
154053,97835,Social Events Planning,Extracurricular,Weekly,2.94,Neutral,Megan Perez,Yes
481896,23710,Cultural Day Rehearsals,Cultural,Daily,1.31,Neutral,Jessica Diaz,No
953288,23710,Traditional Dance,Cultural,Monthly,2.96,Negative,Roger Palmer,Yes
991080,23710,Scrabble,Sports,Daily,1.04,Neutral,Travis Caldwell,Yes
348810,31079,Cultural Day Rehearsals,Cultural,Bi-weekly,1.07,Neutral,Kaitlin Garza,Yes
377260,31079,Music Band,Cultural,Daily,1.08,Neutral,Rebecca Thomas,Yes
631187,31079,Chemistry Lab Work,Academic,Daily,2.06,Negative,Kelly Patterson,Yes
711607,31079,Quiz Competition,Extracurricular,Weekly,1.37,Neutral,Robert Chambers,No
305650,31079,Press Club,Extracurricular,Daily,1.91,Negative,Carol Baker,No
789622,53228,Athletics,Sports,Monthly,2.79,Negative,Sean Trujillo,Yes
186621,63955,Cultural Day Rehearsals,Cultural,Daily,2.37,Negative,Lauren Clarke,Yes
673103,74942,Basketball,Sports,Bi-weekly,1.75,Negative,Veronica Cameron,No
949359,74942,Music Band,Cultural,Bi-weekly,2.49,Positive,Elizabeth Davila,No
895637,74942,Basketball,Sports,Monthly,1.17,Neutral,Victor Soto,Yes
386102,74942,Traditional Dance,Cultural,Monthly,2.56,Positive,Jaime Lewis,No
492990,47777,Music Band,Cultural,Weekly,2.54,Neutral,Emily Mitchell,No
180122,47777,Traditional Dance,Cultural,Weekly,2.64,Negative,Brent Barton,Yes
658181,47777,Cultural Day Rehearsals,Cultural,Monthly,2.01,Positive,Pamela Horton,No
189472,96846,Cultural Day Rehearsals,Cultural,Weekly,1.65,Neutral,Thomas Lopez,No
119178,96846,Cultural Day Rehearsals,Cultural,Weekly,2.39,Positive,Brianna Harris,No
965630,62488,Debate Club,Academic,Monthly,1.14,Negative,Kimberly Vaughn,Yes
326899,62488,Cultural Day Rehearsals,Cultural,Monthly,1.93,Positive,Trevor Patterson,Yes
415525,62488,Social Events Planning,Extracurricular,Monthly,2.58,Negative,Kimberly Hurst,No
620780,82102,Debate Club,Academic,Monthly,2.82,Neutral,Debbie Lambert,Yes
273867,82102,Debate Club,Academic,Weekly,2.98,Neutral,Benjamin Stanley,No
355674,82102,Basketball,Sports,Daily,2.08,Positive,Franklin Proctor,Yes
202179,14809,Football,Sports,Bi-weekly,2.33,Neutral,Jeremy Weaver,No
508071,14809,Quiz Competition,Extracurricular,Weekly,2.63,Neutral,Aaron Olson,Yes
915488,14809,Music Band,Cultural,Daily,2.21,Negative,Eddie Velez,No
148454,69614,Drama Club,Extracurricular,Monthly,2.25,Neutral,Alexandra Fisher,No
797315,69614,Music Band,Cultural,Monthly,1.2,Negative,Mr. Joshua Rowe,No
495540,21542,Drama Club,Extracurricular,Monthly,2.4,Neutral,Larry Smith,No
541521,21542,Jets Club,Academic,Weekly,1.55,Negative,Melissa Jones,No
536245,51224,Drama Club,Extracurricular,Daily,1.59,Positive,Brandon Thomas,No
395634,51224,Science Practical Sessions,Academic,Monthly,1.07,Positive,Sarah Foster,No
151721,51224,Press Club,Extracurricular,Monthly,1.47,Negative,Ashley Price,No
702200,51224,Debate Club,Academic,Monthly,1.64,Neutral,Darrell Wilcox,No
269696,51224,Athletics,Sports,Daily,2.8,Negative,Edward Murphy,No
520065,43082,Scrabble,Sports,Bi-weekly,1.14,Negative,Jeffrey Evans,Yes
717424,43082,Cultural Day Rehearsals,Cultural,Monthly,1.06,Neutral,Jennifer Morris,Yes
817945,43082,Science Practical Sessions,Academic,Bi-weekly,1.13,Neutral,Lisa Smith,Yes
922741,43082,Cultural Day Rehearsals,Cultural,Daily,1.86,Positive,Rebecca Carroll,No
691983,43082,Volleyball,Sports,Daily,1.95,Negative,Nicole Brewer,No
340614,52372,Music Band,Cultural,Daily,2.55,Negative,George Stanley,No
220054,52372,Press Club,Extracurricular,Daily,1.69,Neutral,Linda Fleming,Yes
229376,52372,Science Practical Sessions,Academic,Daily,1.13,Neutral,Nancy Brooks,Yes
701744,25194,Mathematics Competitions,Academic,Weekly,1.12,Positive,James Gardner,Yes
707730,25194,Mathematics Competitions,Academic,Monthly,2.77,Neutral,Troy Ford,Yes
283659,25194,Debate Club,Academic,Weekly,1.49,Negative,Gary Wright,No
727427,25194,Volleyball,Sports,Bi-weekly,1.7,Negative,Steven Chandler,No
918894,62976,Drama Club,Extracurricular,Monthly,2.18,Negative,Tiffany Morales,Yes
103614,77449,Basketball,Sports,Daily,1.33,Positive,Brian Duncan,No
893490,77449,Football,Sports,Monthly,2.64,Negative,Michael Gibson,Yes
931171,77449,Press Club,Extracurricular,Weekly,1.73,Positive,Adam Hancock,Yes
732799,10150,Science Practical Sessions,Academic,Bi-weekly,1.91,Negative,Raymond Richardson,No
342001,10150,Drama Club,Extracurricular,Monthly,2.83,Negative,Samantha Lee,Yes
979960,10150,Debate Club,Academic,Bi-weekly,2.45,Neutral,Angela Russell,No
570427,10150,Social Events Planning,Extracurricular,Daily,1.85,Neutral,Robert York,Yes
426629,96200,Mathematics Competitions,Academic,Bi-weekly,1.75,Positive,David Berry,No
908964,96200,Debate Club,Academic,Daily,2.88,Negative,Haley Johnson,Yes
270838,96200,Debate Club,Academic,Bi-weekly,2.75,Positive,Elizabeth Solomon,Yes
902325,96200,Drama Club,Extracurricular,Daily,1.97,Positive,Thomas Sanchez,Yes
190996,81118,Drama Club,Extracurricular,Daily,2.27,Neutral,Holly Lynn,No
711221,81118,Jets Club,Academic,Daily,2.52,Neutral,Kylie Smith,Yes
331260,81118,Quiz Competition,Extracurricular,Monthly,1.07,Negative,Peter Morrison,Yes
204822,81118,Mathematics Competitions,Academic,Daily,2.32,Neutral,Johnny Vincent DDS,No
301584,70552,Press Club,Extracurricular,Bi-weekly,2.39,Negative,Jason Hayes,Yes
159751,70552,Press Club,Extracurricular,Monthly,1.03,Negative,Elizabeth Anderson,Yes
832584,70552,Mathematics Competitions,Academic,Bi-weekly,2.25,Neutral,Gary Richmond,No
365677,70552,Quiz Competition,Extracurricular,Daily,2.1,Positive,Crystal Walters,No
682253,70552,Volleyball,Sports,Weekly,2.64,Neutral,Christine West,No
685750,64165,Traditional Dance,Cultural,Daily,2.01,Neutral,Peter Chavez,No
973178,64165,Traditional Dance,Cultural,Bi-weekly,1.23,Neutral,John Contreras,Yes
999372,64165,Scrabble,Sports,Bi-weekly,1.49,Neutral,James Walker,Yes
440365,17104,Chess,Sports,Weekly,2.19,Neutral,Mary Klein,No
715642,34586,Athletics,Sports,Bi-weekly,1.52,Neutral,Jordan Reid,No
982937,34586,Mathematics Competitions,Academic,Bi-weekly,2.73,Negative,Bobby Farmer,No
897236,34586,Scrabble,Sports,Weekly,1.31,Neutral,Darren Thompson,No
708325,77952,Mathematics Competitions,Academic,Daily,2.55,Neutral,Nicole Sharp,No
573105,57419,Press Club,Extracurricular,Weekly,1.86,Neutral,Paul Porter,Yes
376852,57419,Chess,Sports,Bi-weekly,2.16,Neutral,Gina Chan MD,No
394551,57419,Cultural Day Rehearsals,Cultural,Daily,1.93,Neutral,Shannon Willis,Yes
834956,57419,Debate Club,Academic,Daily,2.39,Positive,Jessica Pham,No
984680,91609,Scrabble,Sports,Weekly,1.41,Neutral,Brandon Cooper,No
120482,91609,Athletics,Sports,Bi-weekly,2.01,Positive,Sarah Martin,Yes
153964,91609,Traditional Dance,Cultural,Monthly,1.3,Negative,Richard Silva,No
477360,91609,Science Practical Sessions,Academic,Bi-weekly,2.69,Negative,Michelle Evans,No
600505,75338,Traditional Dance,Cultural,Monthly,2.88,Neutral,Bruce Rodriguez,Yes
607633,75338,Drama Club,Extracurricular,Monthly,1.6,Positive,Laura Myers,Yes
571413,75338,Press Club,Extracurricular,Bi-weekly,1.93,Positive,Michael Bell,No
458005,75338,Science Practical Sessions,Academic,Daily,1.05,Positive,Jorge Tyler,Yes
259069,75338,Jets Club,Academic,Bi-weekly,2.32,Neutral,Michael Clark,No
631533,91973,Mathematics Competitions,Academic,Weekly,2.06,Positive,Tony Frazier,Yes
895042,91973,Quiz Competition,Extracurricular,Monthly,2.76,Neutral,Adam Romero,Yes
818569,91973,Traditional Dance,Cultural,Daily,2.79,Neutral,Scott Harmon,No
111961,67939,Press Club,Extracurricular,Daily,1.59,Negative,Jamie Lawrence,Yes
726481,67939,Cultural Day Rehearsals,Cultural,Weekly,2.68,Negative,Sean Santos,Yes
527529,67939,Chemistry Lab Work,Academic,Daily,1.42,Neutral,Joseph Huynh,No
919763,16764,Mathematics Competitions,Academic,Weekly,2.37,Positive,Amanda Saunders,No
564371,16764,Mathematics Competitions,Academic,Monthly,1.84,Neutral,Stefanie Gonzales,No
492781,36680,Cultural Day Rehearsals,Cultural,Bi-weekly,2.22,Positive,Peter Harris,No
692446,36680,Basketball,Sports,Weekly,1.26,Negative,Jennifer Bennett,Yes
621144,36680,Drama Club,Extracurricular,Monthly,2.96,Negative,Clinton Mcgee,No
895658,45003,Quiz Competition,Extracurricular,Monthly,2.14,Positive,Andrea Floyd,No
157854,45003,Press Club,Extracurricular,Bi-weekly,1.27,Positive,Olivia Mcneil,No
229187,81987,Athletics,Sports,Daily,2.63,Positive,Kyle Jackson,No
792782,27172,Volleyball,Sports,Bi-weekly,1.7,Positive,Jennifer Rasmussen,No
784885,47752,Drama Club,Extracurricular,Weekly,2.77,Neutral,Donna Martin,No
301947,47752,Athletics,Sports,Weekly,1.85,Negative,Paula Williams,No
250048,67424,Quiz Competition,Extracurricular,Daily,2.05,Neutral,Kevin Hall,Yes
393520,73532,Traditional Dance,Cultural,Daily,1.29,Positive,Richard Olsen,No
128867,73532,Jets Club,Academic,Weekly,1.42,Positive,Tiffany Gray,No
371151,25915,Quiz Competition,Extracurricular,Daily,2.86,Positive,Melanie Smith,Yes
741699,25915,Music Band,Cultural,Daily,2.93,Negative,Carlos Peterson,No
663804,25915,Traditional Dance,Cultural,Monthly,2.86,Negative,Erica Taylor,No
420361,13783,Football,Sports,Monthly,1.08,Negative,Jonathan Sanchez,Yes
850153,13783,Volleyball,Sports,Bi-weekly,2.35,Neutral,Amanda Reyes,Yes
377768,13783,Basketball,Sports,Daily,1.35,Neutral,Stephen Peters,No
401222,92578,Chemistry Lab Work,Academic,Monthly,2.47,Positive,Penny Peterson,No
211813,89806,Basketball,Sports,Daily,2.76,Neutral,Kenneth Molina,Yes
938396,89806,Traditional Dance,Cultural,Bi-weekly,2.56,Negative,Alexandra Jackson,No
467067,89806,Music Band,Cultural,Monthly,1.61,Neutral,Summer Moreno,No
106775,41365,Debate Club,Academic,Monthly,1.63,Positive,William Ortiz,No
238424,41365,Athletics,Sports,Weekly,1.67,Neutral,Robert Castillo,Yes
544886,41365,Drama Club,Extracurricular,Bi-weekly,2.48,Positive,Marcia Griffin,Yes
516166,30758,Quiz Competition,Extracurricular,Monthly,2.38,Negative,Christopher Perez,Yes
718756,30758,Social Events Planning,Extracurricular,Bi-weekly,1.43,Positive,Caroline Wright,No
178811,30758,Press Club,Extracurricular,Weekly,2.52,Neutral,Amanda Lam,Yes
751618,50730,Chess,Sports,Daily,1.34,Negative,Stephanie Castro,No
534850,50730,Debate Club,Academic,Monthly,2.19,Neutral,Tiffany Rowe,No
793982,82199,Athletics,Sports,Weekly,1.07,Neutral,Robert Knight,No
914466,82199,Traditional Dance,Cultural,Daily,1.1,Neutral,Dr. Joseph Harris,No
